light	time_min	strain	activity	error_level	rep
light	35	disease	0	moderate	8
light	36	WT	0	moderate	8
light	36	disease	0	moderate	8
light	37	WT	0	moderate	8
light	37	disease	0	moderate	8
light	38	WT	0	moderate	8
light	38	disease	0	moderate	8
light	39	WT	0	moderate	8
light	39	disease	0	moderate	8
dark	40	WT	6528.5532185625025	moderate	8
dark	40	disease	4028.553218562502	moderate	8
dark	41	WT	5683.697092853233	moderate	8
dark	41	disease	3183.697092853233	moderate	8
dark	42	WT	4032.1767918155024	moderate	8
dark	42	disease	1532.1767918155024	moderate	8
dark	43	WT	4966.015080168361	moderate	8
dark	43	disease	2466.015080168361	moderate	8
dark	44	WT	5358.171292773238	moderate	8
dark	44	disease	2858.171292773238	moderate	8
dark	45	WT	5518.7302123313075	moderate	8
dark	45	disease	3018.730212331307	moderate	8
dark	46	WT	4584.4425571437905	moderate	8
dark	46	disease	2084.4425571437905	moderate	8
dark	47	WT	2340.33873008355	moderate	8
dark	47	disease	-159.66126991645	moderate	8
dark	48	WT	2352.075102825421	moderate	8
dark	48	disease	-147.9248971745792	moderate	8
dark	49	WT	1912.471232805174	moderate	8
dark	49	disease	-587.5287671948262	moderate	8
light	50	WT	0	moderate	8
light	50	disease	0	moderate	8
light	51	WT	0	moderate	8
light	51	disease	0	moderate	8
light	52	WT	0	moderate	8
light	52	disease	0	moderate	8
light	53	WT	0	moderate	8
light	53	disease	0	moderate	8
light	54	WT	0	moderate	8
light	54	disease	0	moderate	8
light	55	WT	0	moderate	8
light	55	disease	0	moderate	8
light	56	WT	0	moderate	8
light	56	disease	0	moderate	8
light	57	WT	0	moderate	8
light	57	disease	0	moderate	8
light	58	WT	0	moderate	8
light	58	disease	0	moderate	8
light	59	WT	0	moderate	8
light	59	disease	0	moderate	8
dark	60	WT	5571.25242105323	moderate	8
dark	60	disease	3071.2524210532306	moderate	8
dark	61	WT	5737.105002273249	moderate	8
dark	61	disease	3237.105002273249	moderate	8
dark	62	WT	5239.771047623239	moderate	8
dark	62	disease	2739.7710476232387	moderate	8
dark	63	WT	5792.735780865039	moderate	8
dark	63	disease	3292.7357808650386	moderate	8
dark	64	WT	5007.871766595309	moderate	8
dark	64	disease	2507.8717665953095	moderate	8
dark	65	WT	4971.450959210521	moderate	8
dark	65	disease	2471.4509592105214	moderate	8
dark	66	WT	3039.2557330709305	moderate	8
dark	66	disease	539.2557330709307	moderate	8
dark	67	WT	2690.9077106086233	moderate	8
dark	67	disease	190.9077106086234	moderate	8
dark	68	WT	2371.2302563914536	moderate	8
dark	68	disease	-128.7697436085465	moderate	8
dark	69	WT	3744.4553195790827	moderate	8
dark	69	disease	1244.4553195790827	moderate	8
light	70	WT	0	moderate	8
light	70	disease	0	moderate	8
light	71	WT	0	moderate	8
light	71	disease	0	moderate	8
light	72	WT	0	moderate	8
light	72	disease	0	moderate	8
light	73	WT	0	moderate	8
light	73	disease	0	moderate	8
light	74	WT	0	moderate	8
light	74	disease	0	moderate	8
light	75	WT	0	moderate	8
light	75	disease	0	moderate	8
light	76	WT	0	moderate	8
light	76	disease	0	moderate	8
light	77	WT	0	moderate	8
light	77	disease	0	moderate	8
light	78	WT	0	moderate	8
light	78	disease	0	moderate	8
light	79	WT	0	moderate	8
light	79	disease	0	moderate	8
dark	80	WT	6364.747547671229	moderate	8
dark	80	disease	3864.747547671229	moderate	8
dark	81	WT	5171.224863068161	moderate	8
dark	81	disease	2671.2248630681606	moderate	8
dark	82	WT	4942.378330512007	moderate	8
dark	82	disease	2442.378330512007	moderate	8
dark	83	WT	4159.582698975496	moderate	8
dark	83	disease	1659.582698975496	moderate	8
dark	84	WT	5166.646711748921	moderate	8
dark	84	disease	2666.6467117489215	moderate	8
dark	85	WT	3623.8252307571734	moderate	8
dark	85	disease	1123.8252307571734	moderate	8
dark	86	WT	1637.291070016164	moderate	8
dark	86	disease	-862.708929983836	moderate	8
dark	87	WT	2335.21198559456	moderate	8
dark	87	disease	-164.78801440544	moderate	8
dark	88	WT	3136.5157785882016	moderate	8
dark	88	disease	636.5157785882016	moderate	8
dark	89	WT	926.3997376904538	moderate	8
dark	89	disease	-1573.6002623095462	moderate	8
acclimation	0	WT	5682.449327882887	high	8
acclimation	0	disease	3182.449327882887	high	8
acclimation	1	WT	5502.14950243612	high	8
acclimation	1	disease	3002.14950243612	high	8
acclimation	2	WT	3431.8499722448846	high	8
acclimation	2	disease	931.8499722448848	high	8
acclimation	3	WT	4719.9816672782545	high	8
acclimation	3	disease	2219.981667278254	high	8
acclimation	4	WT	4328.104496457211	high	8
acclimation	4	disease	1828.104496457211	high	8
acclimation	5	WT	4393.317692066278	high	8
acclimation	5	disease	1893.3176920662781	high	8
acclimation	6	WT	4414.864295471834	high	8
acclimation	6	disease	1914.8642954718343	high	8
acclimation	7	WT	2818.4061968214173	high	8
acclimation	7	disease	318.4061968214172	high	8
acclimation	8	WT	2743.893497035585	high	8
acclimation	8	disease	243.89349703558514	high	8
acclimation	9	WT	3323.9434391178643	high	8
acclimation	9	disease	823.9434391178643	high	8
acclimation	10	WT	3668.6404655638767	high	8
acclimation	10	disease	1168.6404655638767	high	8
acclimation	11	WT	4402.142947412608	high	8
acclimation	11	disease	1902.1429474126078	high	8
acclimation	12	WT	4470.388436096719	high	8
acclimation	12	disease	1970.388436096719	high	8
acclimation	13	WT	3906.996590811582	high	8
acclimation	13	disease	1406.996590811582	high	8
acclimation	14	WT	4139.375413664236	high	8
acclimation	14	disease	1639.3754136642358	high	8
acclimation	15	WT	5185.651897459472	high	8
acclimation	15	disease	2685.6518974594715	high	8
acclimation	16	WT	5185.90217154996	high	8
acclimation	16	disease	2685.9021715499603	high	8
acclimation	17	WT	3760.865331142236	high	8
acclimation	17	disease	1260.8653311422356	high	8
acclimation	18	WT	3084.445777886029	high	8
acclimation	18	disease	584.4457778860291	high	8
acclimation	19	WT	4302.734421348049	high	8
acclimation	19	disease	1802.7344213480492	high	8
dark	20	WT	8069.056060684944	high	8
dark	20	disease	5569.056060684944	high	8
dark	21	WT	5189.938888893945	high	8
dark	21	disease	2689.9388888939447	high	8
dark	22	WT	6133.057107339861	high	8
dark	22	disease	3633.0571073398614	high	8
dark	23	WT	5861.295281284393	high	8
dark	23	disease	3361.2952812843932	high	8
dark	24	WT	5057.897887048131	high	8
dark	24	disease	2557.8978870481315	high	8
dark	25	WT	5738.386033369421	high	8
dark	25	disease	3238.3860333694206	high	8
dark	26	WT	3880.6169729895782	high	8
dark	26	disease	1380.616972989578	high	8
dark	27	WT	4768.483911486543	high	8
dark	27	disease	2268.4839114865426	high	8
dark	28	WT	2077.637168553381	high	8
dark	28	disease	-422.3628314466192	high	8
dark	29	WT	1483.693930313906	high	8
dark	29	disease	-1016.3060696860938	high	8
light	30	WT	0	high	8
light	30	disease	0	high	8
light	31	WT	0	high	8
light	31	disease	0	high	8
light	32	WT	0	high	8
light	32	disease	0	high	8
light	33	WT	0	high	8
light	33	disease	0	high	8
light	34	WT	0	high	8
light	34	disease	0	high	8
light	35	WT	0	high	8
light	35	disease	0	high	8
light	36	WT	0	high	8
light	36	disease	0	high	8
light	37	WT	0	high	8
light	37	disease	0	high	8
light	38	WT	0	high	8
light	38	disease	0	high	8
light	39	WT	0	high	8
light	39	disease	0	high	8
dark	40	WT	6724.6596217865545	high	8
dark	40	disease	4224.6596217865545	high	8
dark	41	WT	4635.624299232088	high	8
dark	41	disease	2135.624299232088	high	8
dark	42	WT	5422.41739253378	high	8
dark	42	disease	2922.41739253378	high	8
dark	43	WT	5213.857372474398	high	8
dark	43	disease	2713.8573724743983	high	8
dark	44	WT	4492.164934465338	high	8
dark	44	disease	1992.1649344653374	high	8
dark	45	WT	4725.51686782698	high	8
dark	45	disease	2225.51686782698	high	8
dark	46	WT	5889.707475758782	high	8
dark	46	disease	3389.7074757587816	high	8
dark	47	WT	3012.935879283321	high	8
dark	47	disease	512.9358792833208	high	8
dark	48	WT	1559.1237531509862	high	8
dark	48	disease	-940.8762468490138	high	8
dark	49	WT	1606.9010822561568	high	8
dark	49	disease	-893.0989177438432	high	8
light	50	WT	0	high	8
light	50	disease	0	high	8
light	51	WT	0	high	8
light	51	disease	0	high	8
light	52	WT	0	high	8
light	52	disease	0	high	8
light	53	WT	0	high	8
light	53	disease	0	high	8
light	54	WT	0	high	8
light	54	disease	0	high	8
light	55	WT	0	high	8
light	55	disease	0	high	8
light	56	WT	0	high	8
light	56	disease	0	high	8
light	57	WT	0	high	8
light	57	disease	0	high	8
light	58	WT	0	high	8
light	58	disease	0	high	8
light	59	WT	0	high	8
light	59	disease	0	high	8
dark	60	WT	6554.11972066046	high	8
dark	60	disease	4054.1197206604597	high	8
dark	61	WT	5085.825930879813	high	8
dark	61	disease	2585.8259308798138	high	8
dark	62	WT	4257.473916072535	high	8
dark	62	disease	1757.4739160725344	high	8
dark	63	WT	4997.2243447011815	high	8
dark	63	disease	2497.224344701181	high	8
dark	64	WT	5724.672585910602	high	8
dark	64	disease	3224.672585910602	high	8
dark	65	WT	5389.310345423663	high	8
dark	65	disease	2889.3103454236634	high	8
dark	66	WT	2865.7550520827235	high	8
dark	66	disease	365.7550520827234	high	8
dark	67	WT	1628.8023519701624	high	8
dark	67	disease	-871.1976480298376	high	8
dark	68	WT	2426.826999541444	high	8
dark	68	disease	-73.17300045855627	high	8
dark	69	WT	3666.639983084353	high	8
dark	69	disease	1166.639983084353	high	8
light	70	WT	0	high	8
light	70	disease	0	high	8
light	71	WT	0	high	8
light	71	disease	0	high	8
light	72	WT	0	high	8
light	72	disease	0	high	8
light	73	WT	0	high	8
light	73	disease	0	high	8
light	74	WT	0	high	8
light	74	disease	0	high	8
light	75	WT	0	high	8
light	75	disease	0	high	8
light	76	WT	0	high	8
light	76	disease	0	high	8
light	77	WT	0	high	8
light	77	disease	0	high	8
light	78	WT	0	high	8
light	78	disease	0	high	8
light	79	WT	0	high	8
light	79	disease	0	high	8
dark	80	WT	4988.671698537635	high	8
dark	80	disease	2488.671698537635	high	8
dark	81	WT	5473.713649093097	high	8
dark	81	disease	2973.7136490930975	high	8
dark	82	WT	5834.277297824285	high	8
dark	82	disease	3334.2772978242847	high	8
dark	83	WT	5624.391862650586	high	8
dark	83	disease	3124.391862650585	high	8
dark	84	WT	4851.2153737495	high	8
dark	84	disease	2351.2153737495	high	8
dark	85	WT	3347.7267845122	high	8
dark	85	disease	847.7267845121999	high	8
dark	86	WT	3302.632649097771	high	8
dark	86	disease	802.6326490977708	high	8
dark	87	WT	2136.266895112817	high	8
dark	87	disease	-363.7331048871829	high	8
dark	88	WT	3676.446970090288	high	8
dark	88	disease	1176.4469700902878	high	8
dark	89	WT	1251.1907706267548	high	8
dark	89	disease	-1248.8092293732452	high	8
acclimation	0	WT	5068.18383877939	low	9
acclimation	0	disease	2568.1838387793896	low	9
acclimation	1	WT	4732.700209928431	low	9
acclimation	1	disease	2232.7002099284305	low	9
acclimation	2	WT	3638.8904919427114	low	9
acclimation	2	disease	1138.8904919427112	low	9
acclimation	3	WT	4639.3623469232	low	9
acclimation	3	disease	2139.3623469231998	low	9
acclimation	4	WT	4521.376001975879	low	9
acclimation	4	disease	2021.376001975879	low	9
acclimation	5	WT	3984.8332757139724	low	9
acclimation	5	disease	1484.8332757139724	low	9
acclimation	6	WT	4384.532074248109	low	9
acclimation	6	disease	1884.5320742481092	low	9
acclimation	7	WT	3025.347120142106	low	9
acclimation	7	disease	525.3471201421063	low	9
acclimation	8	WT	4127.3036614388275	low	9
acclimation	8	disease	1627.3036614388277	low	9
acclimation	9	WT	4758.454626403708	low	9
acclimation	9	disease	2258.454626403708	low	9
acclimation	10	WT	3945.7308734549697	low	9
acclimation	10	disease	1445.7308734549697	low	9
acclimation	11	WT	4218.387432020692	low	9
acclimation	11	disease	1718.3874320206926	low	9
acclimation	12	WT	4965.263121502933	low	9
acclimation	12	disease	2465.263121502933	low	9
acclimation	13	WT	3878.330537130846	low	9
acclimation	13	disease	1378.3305371308459	low	9
acclimation	14	WT	4146.367855820605	low	9
acclimation	14	disease	1646.3678558206043	low	9
acclimation	15	WT	4805.0259852222325	low	9
acclimation	15	disease	2305.0259852222325	low	9
acclimation	16	WT	4725.72326217072	low	9
acclimation	16	disease	2225.72326217072	low	9
acclimation	17	WT	3534.2256558218614	low	9
acclimation	17	disease	1034.2256558218617	low	9
acclimation	18	WT	3596.343428876496	low	9
acclimation	18	disease	1096.343428876496	low	9
acclimation	19	WT	4108.3709984170655	low	9
acclimation	19	disease	1608.3709984170655	low	9
dark	20	WT	6417.601103159201	low	9
dark	20	disease	3917.6011031592	low	9
dark	21	WT	6142.456623525881	low	9
dark	21	disease	3642.456623525881	low	9
dark	22	WT	5860.715131062496	low	9
dark	22	disease	3360.715131062496	low	9
dark	23	WT	5163.063347174019	low	9
dark	23	disease	2663.0633471740193	low	9
dark	24	WT	5359.10215866919	low	9
dark	24	disease	2859.10215866919	low	9
dark	25	WT	5419.321403056072	low	9
dark	25	disease	2919.321403056072	low	9
dark	26	WT	4631.5736178073375	low	9
dark	26	disease	2131.573617807338	low	9
dark	27	WT	4115.586939548401	low	9
dark	27	disease	1615.5869395484003	low	9
dark	28	WT	2917.871038520098	low	9
dark	28	disease	417.87103852009784	low	9
dark	29	WT	2330.89827477296	low	9
dark	29	disease	-169.10172522703988	low	9
light	30	WT	0	low	9
light	30	disease	0	low	9
light	31	WT	0	low	9
light	31	disease	0	low	9
light	32	WT	0	low	9
light	32	disease	0	low	9
light	33	WT	0	low	9
light	33	disease	0	low	9
light	34	WT	0	low	9
light	34	disease	0	low	9
light	35	WT	0	low	9
light	35	disease	0	low	9
light	36	WT	0	low	9
light	36	disease	0	low	9
light	37	WT	0	low	9
light	37	disease	0	low	9
light	38	WT	0	low	9
light	38	disease	0	low	9
light	39	WT	0	low	9
light	39	disease	0	low	9
dark	40	WT	6863.940618086689	low	9
dark	40	disease	4363.940618086689	low	9
dark	41	WT	5901.360808308455	low	9
dark	41	disease	3401.360808308455	low	9
dark	42	WT	5310.608703617435	low	9
dark	42	disease	2810.608703617435	low	9
dark	43	WT	5068.701774454023	low	9
dark	43	disease	2568.7017744540226	low	9
dark	44	WT	5725.715616918933	low	9
dark	44	disease	3225.715616918933	low	9
dark	45	WT	5018.898633247741	low	9
dark	45	disease	2518.898633247741	low	9
dark	46	WT	4995.360694077514	low	9
dark	46	disease	2495.3606940775144	low	9
dark	47	WT	3301.9649570384818	low	9
dark	47	disease	801.9649570384817	low	9
dark	48	WT	2820.143398323944	low	9
dark	48	disease	320.143398323944	low	9
dark	49	WT	2093.4373181629703	low	9
dark	49	disease	-406.56268183702974	low	9
light	50	WT	0	low	9
light	50	disease	0	low	9
light	51	WT	0	low	9
light	51	disease	0	low	9
light	52	WT	0	low	9
light	52	disease	0	low	9
light	53	WT	0	low	9
light	53	disease	0	low	9
light	54	WT	0	low	9
light	54	disease	0	low	9
light	55	WT	0	low	9
light	55	disease	0	low	9
light	56	WT	0	low	9
light	56	disease	0	low	9
light	57	WT	0	low	9
light	57	disease	0	low	9
light	58	WT	0	low	9
light	58	disease	0	low	9
light	59	WT	0	low	9
light	59	disease	0	low	9
dark	60	WT	6556.697831298656	low	9
dark	60	disease	4056.697831298656	low	9
dark	61	WT	5295.69074748265	low	9
dark	61	disease	2795.6907474826503	low	9
dark	62	WT	5542.740222419688	low	9
dark	62	disease	3042.7402224196876	low	9
dark	63	WT	5764.9002590347345	low	9
dark	63	disease	3264.9002590347345	low	9
dark	64	WT	5383.104656259865	low	9
dark	64	disease	2883.1046562598644	low	9
dark	65	WT	4925.9077895505225	low	9
dark	65	disease	2425.9077895505225	low	9
dark	66	WT	3450.855768574719	low	9
dark	66	disease	950.85576857471915	low	9
dark	67	WT	2209.877729534386	low	9
dark	67	disease	-290.12227046561384	low	9
dark	68	WT	2615.1602013898864	low	9
dark	68	disease	115.16020138988654	low	9
dark	69	WT	2983.8906452336028	low	9
dark	69	disease	483.8906452336025	low	9
light	70	WT	0	low	9
light	70	disease	0	low	9
light	71	WT	0	low	9
light	71	disease	0	low	9
light	72	WT	0	low	9
light	72	disease	0	low	9
light	73	WT	0	low	9
light	73	disease	0	low	9
light	74	WT	0	low	9
light	74	disease	0	low	9
light	75	WT	0	low	9
light	75	disease	0	low	9
light	76	WT	0	low	9
light	76	disease	0	low	9
light	77	WT	0	low	9
light	77	disease	0	low	9
light	78	WT	0	low	9
light	78	disease	0	low	9
light	79	WT	0	low	9
light	79	disease	0	low	9
dark	80	WT	6143.541319183312	low	9
dark	80	disease	3643.5413191833127	low	9
dark	81	WT	5262.714928013202	low	9
dark	81	disease	2762.7149280132016	low	9
dark	82	WT	5153.409053765819	low	9
dark	82	disease	2653.409053765819	low	9
dark	83	WT	5429.197433534511	low	9
dark	83	disease	2929.197433534511	low	9
dark	84	WT	4999.6231017895025	low	9
dark	84	disease	2499.6231017895025	low	9
dark	85	WT	3381.799489368386	low	9
dark	85	disease	881.7994893683856	low	9
dark	86	WT	2875.5118409315946	low	9
dark	86	disease	375.5118409315948	low	9
dark	87	WT	2496.236175412069	low	9
dark	87	disease	-3.76382458793132	low	9
dark	88	WT	2893.142121367192	low	9
dark	88	disease	393.14212136719186	low	9
dark	89	WT	1270.2119141400765	low	9
dark	89	disease	-1229.7880858599235	low	9
acclimation	0	WT	4920.507735257374	moderate	9
acclimation	0	disease	2420.5077352573744	moderate	9
acclimation	1	WT	4305.8086018572285	moderate	9
acclimation	1	disease	1805.808601857229	moderate	9
acclimation	2	WT	3617.234218065645	moderate	9
acclimation	2	disease	1117.234218065645	moderate	9
acclimation	3	WT	4239.511821292865	moderate	9
acclimation	3	disease	1739.5118212928649	moderate	9
acclimation	4	WT	4612.2023565646105	moderate	9
acclimation	4	disease	2112.20235656461	moderate	9
acclimation	5	WT	4098.237363588869	moderate	9
acclimation	5	disease	1598.2373635888684	moderate	9
acclimation	6	WT	3792.5259982745574	moderate	9
acclimation	6	disease	1292.5259982745574	moderate	9
acclimation	7	WT	3986.2233190917027	moderate	9
acclimation	7	disease	1486.2233190917027	moderate	9
acclimation	8	WT	4712.760297616243	moderate	9
acclimation	8	disease	2212.7602976162434	moderate	9
acclimation	9	WT	4309.0181610217605	moderate	9
acclimation	9	disease	1809.0181610217605	moderate	9
acclimation	10	WT	3627.4279555122043	moderate	9
acclimation	10	disease	1127.4279555122043	moderate	9
acclimation	11	WT	4808.243095343951	moderate	9
acclimation	11	disease	2308.243095343951	moderate	9
acclimation	12	WT	5007.265743512568	moderate	9
acclimation	12	disease	2507.265743512569	moderate	9
acclimation	13	WT	3568.8534553051136	moderate	9
acclimation	13	disease	1068.8534553051136	moderate	9
acclimation	14	WT	4380.492993832965	moderate	9
acclimation	14	disease	1880.4929938329647	moderate	9
acclimation	15	WT	4167.097575599273	moderate	9
acclimation	15	disease	1667.0975755992736	moderate	9
acclimation	16	WT	4071.1849551126934	moderate	9
acclimation	16	disease	1571.1849551126934	moderate	9
acclimation	17	WT	3623.4562602919605	moderate	9
acclimation	17	disease	1123.4562602919605	moderate	9
acclimation	18	WT	3418.7698691667233	moderate	9
acclimation	18	disease	918.7698691667234	moderate	9
acclimation	19	WT	4219.082751390742	moderate	9
acclimation	19	disease	1719.0827513907411	moderate	9
dark	20	WT	7012.492081748762	moderate	9
dark	20	disease	4512.492081748762	moderate	9
dark	21	WT	4727.141883508572	moderate	9
dark	21	disease	2227.1418835085724	moderate	9
